id,field_id,data,time,date,,Value,Probability,Cumulative
266,1,1440,8:00,01/12/2021,,,,
267,1,1390,9:00,01/12/2021,,,,
268,1,1390,10:00,01/12/2021,,,,
269,1,1440,11:00,01/12/2021,,,,
270,1,1390,12:00,01/12/2021,,,,
271,1,1440,13:00,01/12/2021,,,,
272,1,1390,14:00,01/12/2021,,,,
273,1,1390,15:00,01/12/2021,,,,
274,1,1445,16:00,01/12/2021,,,,
275,1,1390,17:00,01/12/2021,,,,
276,1,1440,18:00,01/12/2021,,,,
277,1,1440,19:00,01/12/2021,,,,
278,1,1440,20:00,01/12/2021,,,,
279,1,1390,21:00,01/12/2021,,,,
280,1,1390,22:00,01/12/2021,,,,
281,1,1445,23:00,01/12/2021,,,,
282,1,1440,0:00,01/13/2021,,,,
283,1,1440,1:00,01/13/2021,,,,
284,1,1440,2:00,01/13/2021,,,,
285,1,1440,3:00,01/13/2021,,,,
286,1,1390,4:00,01/13/2021,,,,
287,1,1440,5:00,01/13/2021,,,,
288,1,1390,6:00,01/13/2021,,,,
289,1,1455,7:00,01/13/2021,,,,
290,1,1390,8:00,01/13/2021,,,,
291,1,1390,9:00,01/13/2021,,,,
292,1,1440,10:00,01/13/2021,,,,
293,1,1390,11:00,01/13/2021,,,,
294,1,1455,12:00,01/13/2021,,,,
295,1,1440,13:00,01/13/2021,,,,
296,1,1440,14:00,01/13/2021,,,,
297,1,1440,15:00,01/13/2021,,,,
298,1,1390,16:00,01/13/2021,,,,
299,1,1390,17:00,01/13/2021,,,,
300,1,1440,18:00,01/13/2021,,,,
301,1,1390,19:00,01/13/2021,,,,
302,1,1395,20:00,01/13/2021,,,,
303,1,1440,21:00,01/13/2021,,,,
304,1,1440,22:00,01/13/2021,,,,
305,1,1440,23:00,01/13/2021,,,,
306,1,1390,0:00,01/14/2021,,,,
307,1,1390,1:00,01/14/2021,,,,
308,1,1440,2:00,01/14/2021,,,,
309,1,1390,3:00,01/14/2021,,,,
310,1,1440,4:00,01/14/2021,,,,
311,1,1390,5:00,01/14/2021,,,,
312,1,1440,6:00,01/14/2021,,,,
313,1,1390,7:00,01/14/2021,,,,
314,1,1445,8:00,01/14/2021,,,,
315,1,1395,9:00,01/14/2021,,,,
316,1,1390,10:00,01/14/2021,,,,
317,1,1390,11:00,01/14/2021,,,,
318,1,1440,12:00,01/14/2021,,,,
319,1,1440,13:00,01/14/2021,,,,
320,1,1390,14:00,01/14/2021,,,,
321,1,1390,15:00,01/14/2021,,,,
322,1,1440,16:00,01/14/2021,,,,
323,1,1440,17:00,01/14/2021,,,,
324,1,1440,18:00,01/14/2021,,,,
325,1,1390,19:00,01/14/2021,,,,
326,1,1395,20:00,01/14/2021,,,,
327,1,1455,21:00,01/14/2021,,,,
328,1,1440,22:00,01/14/2021,,,,
329,1,1440,23:00,01/14/2021,,,,
330,1,1390,0:00,01/15/2021,,,,
331,1,1440,1:00,01/15/2021,,,,
332,1,1440,2:00,01/15/2021,,,,
333,1,1385,3:00,01/15/2021,,,,
334,1,1390,4:00,01/15/2021,,,,
335,1,1440,5:00,01/15/2021,,,,
336,1,1380,6:00,01/15/2021,,,,
337,1,1390,7:00,01/15/2021,,,,
338,1,1390,8:00,01/15/2021,,,,
339,1,1440,9:00,01/15/2021,,,,
340,1,1440,10:00,01/15/2021,,,,
341,1,1390,11:00,01/15/2021,,,,
342,1,1390,12:00,01/15/2021,,,,
343,1,1440,13:00,01/15/2021,,,,
344,1,1390,14:00,01/15/2021,,,,
345,1,1440,15:00,01/15/2021,,,,
346,1,1390,16:00,01/15/2021,,,,
347,1,1440,17:00,01/15/2021,,,,
348,1,1440,18:00,01/15/2021,,,,
349,1,1390,19:00,01/15/2021,,,,
350,1,1455,20:00,01/15/2021,,,,
351,1,1445,21:00,01/15/2021,,,,
352,1,1390,22:00,01/15/2021,,,,
353,1,1385,23:00,01/15/2021,,,,
354,1,1390,0:00,01/16/2021,,,,
355,1,1390,1:00,01/16/2021,,,,
356,1,1390,2:00,01/16/2021,,,,
357,1,1395,3:00,01/16/2021,,,,
358,1,1390,4:00,01/16/2021,,,,
359,1,1440,5:00,01/16/2021,,,,
360,1,1390,6:00,01/16/2021,,,,
361,1,1440,7:00,01/16/2021,,,,
362,1,1445,8:00,01/16/2021,,,,
363,1,1450,9:00,01/16/2021,,,,
364,1,1445,10:00,01/16/2021,,,,
365,1,1440,11:00,01/16/2021,,,,
366,1,1440,12:00,01/16/2021,,,,
367,1,1450,13:00,01/16/2021,,,,
368,1,1390,14:00,01/16/2021,,,,
369,1,1440,15:00,01/16/2021,,,,
370,1,1390,16:00,01/16/2021,,,,
371,1,1440,17:00,01/16/2021,,,,
372,1,1390,18:00,01/16/2021,,,,
373,1,1440,19:00,01/16/2021,,,,
374,1,1380,20:00,01/16/2021,,,,
375,1,1440,21:00,01/16/2021,,,,
376,1,1440,22:00,01/16/2021,,,,
377,1,1390,23:00,01/16/2021,,,,
378,1,1390,0:00,01/17/2021,,,,
379,1,1390,1:00,01/17/2021,,,,
380,1,1455,2:00,01/17/2021,,,,
381,1,1440,3:00,01/17/2021,,,,
382,1,1390,4:00,01/17/2021,,,,
383,1,1440,5:00,01/17/2021,,,,
384,1,1390,6:00,01/17/2021,,,,
385,1,1390,7:00,01/17/2021,,,,
386,1,1390,8:00,01/17/2021,,,,
387,1,1380,9:00,01/17/2021,,,,
388,1,1440,10:00,01/17/2021,,,,
389,1,1440,11:00,01/17/2021,,,,
390,1,1390,12:00,01/17/2021,,,,
391,1,1445,13:00,01/17/2021,,,,
392,1,1440,14:00,01/17/2021,,,,
393,1,1390,15:00,01/17/2021,,,,
394,1,1440,16:00,01/17/2021,,,,
395,1,1440,17:00,01/17/2021,,,,
396,1,1445,18:00,01/17/2021,,,,
397,1,1440,19:00,01/17/2021,,,,
398,1,1440,20:00,01/17/2021,,,,
399,1,1390,21:00,01/17/2021,,,,
400,1,1440,22:00,01/17/2021,,,,
401,1,1390,23:00,01/17/2021,,,,
402,1,1390,0:00,01/18/2021,,,,
403,1,1390,1:00,01/18/2021,,,,
404,1,1440,2:00,01/18/2021,,,,
405,1,1440,3:00,01/18/2021,,,,
406,1,1440,4:00,01/18/2021,,,,
407,1,1390,5:00,01/18/2021,,,,
408,1,1440,6:00,01/18/2021,,,,
409,1,1440,7:00,01/18/2021,,,,
410,1,1390,8:00,01/18/2021,,,,
411,1,1390,9:00,01/18/2021,,,,
412,1,1440,10:00,01/18/2021,,,,
413,1,1390,11:00,01/18/2021,,,,
414,1,1440,12:00,01/18/2021,,,,
415,1,1395,13:00,01/18/2021,,,,
416,1,1390,14:00,01/18/2021,,,,
417,1,1440,15:00,01/18/2021,,,,
418,1,1395,16:00,01/18/2021,,,,
419,1,1440,17:00,01/18/2021,,,,
420,1,1390,18:00,01/18/2021,,,,
421,1,1440,19:00,01/18/2021,,,,
422,1,1440,20:00,01/18/2021,,,,
423,1,1440,21:00,01/18/2021,,,,
424,1,1440,22:00,01/18/2021,,,,
425,1,1440,23:00,01/18/2021,,,,
426,1,1390,0:00,01/19/2021,,,,
427,1,1440,1:00,01/19/2021,,,,
428,1,1390,2:00,01/19/2021,,,,
429,1,1440,3:00,01/19/2021,,,,
430,1,1440,4:00,01/19/2021,,,,
431,1,1440,5:00,01/19/2021,,,,
432,1,1440,6:00,01/19/2021,,,,
433,1,1440,7:00,01/19/2021,,,,
434,1,1390,8:00,01/19/2021,,,,
435,1,1390,9:00,01/19/2021,,,,
436,1,1440,10:00,01/19/2021,,,,
437,1,1390,11:00,01/19/2021,,,,
438,1,1390,12:00,01/19/2021,,,,
439,1,1440,13:00,01/19/2021,,,,
440,1,1450,14:00,01/19/2021,,,,
441,1,1440,15:00,01/19/2021,,,,
442,1,1390,16:00,01/19/2021,,,,
443,1,1390,17:00,01/19/2021,,,,
444,1,1390,18:00,01/19/2021,,,,
445,1,1380,19:00,01/19/2021,,,,
446,1,1385,20:00,01/19/2021,,,,
447,1,1390,21:00,01/19/2021,,,,
448,1,1440,22:00,01/19/2021,,,,
449,1,1390,23:00,01/19/2021,,,,
450,1,1390,0:00,01/20/2021,,,,
451,1,1390,1:00,01/20/2021,,,,
452,1,1390,2:00,01/20/2021,,,,
453,1,1440,3:00,01/20/2021,,,,
454,1,1390,4:00,01/20/2021,,,,
455,1,1385,5:00,01/20/2021,,,,
456,1,1385,6:00,01/20/2021,,,,
457,1,1440,7:00,01/20/2021,,,,
458,1,1390,8:00,01/20/2021,,,,
459,1,1445,9:00,01/20/2021,,,,
460,1,1455,10:00,01/20/2021,,,,
461,1,1390,11:00,01/20/2021,,,,
462,1,1445,12:00,01/20/2021,,,,
463,1,1450,13:00,01/20/2021,,,,
464,1,1390,14:00,01/20/2021,,,,
465,1,1440,15:00,01/20/2021,,,,
466,1,1440,16:00,01/20/2021,,,,
467,1,1440,17:00,01/20/2021,,,,
468,1,1395,18:00,01/20/2021,,,,
469,1,1390,19:00,01/20/2021,,,,
470,1,1440,20:00,01/20/2021,,,,
471,1,1440,21:00,01/20/2021,,,,
472,1,1440,22:00,01/20/2021,,,,
473,1,1395,23:00,01/20/2021,,,,
474,1,1440,0:00,01/21/2021,,,,
475,1,1440,1:00,01/21/2021,,,,
476,1,1390,2:00,01/21/2021,,,,
477,1,1440,3:00,01/21/2021,,,,
478,1,1440,4:00,01/21/2021,,,,
479,1,1440,5:00,01/21/2021,,,,
480,1,1440,6:00,01/21/2021,,,,
481,1,1390,7:00,01/21/2021,,,,
482,1,1390,8:00,01/21/2021,,,,
483,1,1390,9:00,01/21/2021,,,,
484,1,1440,10:00,01/21/2021,,,,
485,1,1390,11:00,01/21/2021,,,,
486,1,1440,12:00,01/21/2021,,,,
487,1,1450,13:00,01/21/2021,,,,
488,1,1390,14:00,01/21/2021,,,,
489,1,1440,15:00,01/21/2021,,,,
490,1,1440,16:00,01/21/2021,,,,
491,1,1440,17:00,01/21/2021,,,,
492,1,1390,18:00,01/21/2021,,,,
493,1,1440,19:00,01/21/2021,,,,
494,1,1440,20:00,01/21/2021,,,,
495,1,1445,21:00,01/21/2021,,,,
496,1,1390,22:00,01/21/2021,,,,
497,1,1390,23:00,01/21/2021,,,,
498,1,1390,0:00,01/22/2021,,,,
499,1,1440,1:00,01/22/2021,,,,
500,1,1390,2:00,01/22/2021,,,,
501,1,1440,3:00,01/22/2021,,,,
502,1,1390,4:00,01/22/2021,,,,
503,1,1390,5:00,01/22/2021,,,,
504,1,1440,6:00,01/22/2021,,,,
505,1,1440,7:00,01/22/2021,,,,
506,1,1390,8:00,01/22/2021,,,,
507,1,1385,9:00,01/22/2021,,,,
508,1,1440,10:00,01/22/2021,,,,
509,1,1440,11:00,01/22/2021,,,,
510,1,1390,12:00,01/22/2021,,,,
511,1,1390,13:00,01/22/2021,,,,
512,1,1390,14:00,01/22/2021,,,,
513,1,1390,15:00,01/22/2021,,,,
514,1,1390,16:00,01/22/2021,,,,
515,1,1390,17:00,01/22/2021,,,,
516,1,1390,18:00,01/22/2021,,,,
517,1,1450,19:00,01/22/2021,,,,
518,1,1440,20:00,01/22/2021,,,,
519,1,1440,21:00,01/22/2021,,,,
520,1,1440,22:00,01/22/2021,,,,
521,1,1390,23:00,01/22/2021,,,,
522,1,1390,0:00,01/23/2021,,,,
523,1,1390,1:00,01/23/2021,,,,
524,1,1440,2:00,01/23/2021,,,,
525,1,1390,3:00,01/23/2021,,,,
526,1,1385,4:00,01/23/2021,,,,
527,1,1440,5:00,01/23/2021,,,,
528,1,1440,6:00,01/23/2021,,,,
529,1,1390,7:00,01/23/2021,,,,
530,1,1440,8:00,01/23/2021,,,,
531,1,1440,9:00,01/23/2021,,,,
532,1,1440,10:00,01/23/2021,,,,
533,1,1440,11:00,01/23/2021,,,,
534,1,1445,12:00,01/23/2021,,,,
535,1,1390,13:00,01/23/2021,,,,
536,1,1390,14:00,01/23/2021,,,,
537,1,1390,15:00,01/23/2021,,,,
538,1,1390,16:00,01/23/2021,,,,
539,1,1440,17:00,01/23/2021,,,,
540,1,1440,18:00,01/23/2021,,,,
541,1,1440,19:00,01/23/2021,,,,
542,1,1445,20:00,01/23/2021,,,,
543,1,1390,21:00,01/23/2021,,,,
544,1,1385,22:00,01/23/2021,,,,
545,1,1380,23:00,01/23/2021,,,,
546,1,1390,0:00,01/24/2021,,,,
547,1,1440,1:00,01/24/2021,,,,
548,1,1440,2:00,01/24/2021,,,,
549,1,1440,3:00,01/24/2021,,,,
550,1,1440,4:00,01/24/2021,,,,
551,1,1390,5:00,01/24/2021,,,,
552,1,1440,6:00,01/24/2021,,,,
553,1,1390,7:00,01/24/2021,,,,
554,1,1380,8:00,01/24/2021,,,,
555,1,1390,9:00,01/24/2021,,,,
556,1,1440,10:00,01/24/2021,,,,
557,1,1440,11:00,01/24/2021,,,,
558,1,1390,12:00,01/24/2021,,,,
559,1,1440,13:00,01/24/2021,,,,
560,1,1440,14:00,01/24/2021,,,,
561,1,1390,15:00,01/24/2021,,,,
562,1,1440,16:00,01/24/2021,,,,
563,1,1390,17:00,01/24/2021,,,,
564,1,1445,18:00,01/24/2021,,,,
565,1,1390,19:00,01/24/2021,,,,
566,1,1445,20:00,01/24/2021,,,,
567,1,1390,21:00,01/24/2021,,,,
568,1,1440,22:00,01/24/2021,,,,
569,1,1440,23:00,01/24/2021,,,,
570,1,1440,0:00,01/25/2021,,,,
571,1,1385,1:00,01/25/2021,,,,
572,1,1390,2:00,01/25/2021,,,,
573,1,1390,3:00,01/25/2021,,,,
574,1,1440,4:00,01/25/2021,,,,
575,1,1390,5:00,01/25/2021,,,,
576,1,1440,6:00,01/25/2021,,,,
577,1,1440,7:00,01/25/2021,,,,
578,1,1440,8:00,01/25/2021,,,,
579,1,1390,9:00,01/25/2021,,,,
580,1,1440,10:00,01/25/2021,,,,
581,1,1440,11:00,01/25/2021,,,,
582,1,1390,12:00,01/25/2021,,,,
583,1,1445,13:00,01/25/2021,,,,
584,1,1390,14:00,01/25/2021,,,,
585,1,1440,15:00,01/25/2021,,,,
586,1,1390,16:00,01/25/2021,,,,
587,1,1440,17:00,01/25/2021,,,,
588,1,1440,18:00,01/25/2021,,,,
589,1,1390,19:00,01/25/2021,,,,
590,1,1390,20:00,01/25/2021,,,,
591,1,1440,21:00,01/25/2021,,,,
592,1,1440,22:00,01/25/2021,,,,
593,1,1390,23:00,01/25/2021,,,,
594,1,1440,0:00,01/26/2021,,,,
595,1,1390,1:00,01/26/2021,,,,
596,1,1390,2:00,01/26/2021,,,,
597,1,1440,3:00,01/26/2021,,,,
598,1,1440,4:00,01/26/2021,,,,
599,1,1440,5:00,01/26/2021,,,,
600,1,1390,6:00,01/26/2021,,,,
601,1,1390,7:00,01/26/2021,,,,
602,1,1390,8:00,01/26/2021,,,,
603,1,1390,9:00,01/26/2021,,,,
604,1,1390,10:00,01/26/2021,,,,
605,1,1390,11:00,01/26/2021,,,,
606,1,1390,12:00,01/26/2021,,,,
607,1,1440,13:00,01/26/2021,,,,
608,1,1440,14:00,01/26/2021,,,,
609,1,1385,15:00,01/26/2021,,,,
610,1,1390,16:00,01/26/2021,,,,
611,1,1440,17:00,01/26/2021,,,,
612,1,1445,18:00,01/26/2021,,,,
613,1,1440,19:00,01/26/2021,,,,
614,1,1440,20:00,01/26/2021,,,,
615,1,1390,21:00,01/26/2021,,,,
616,1,1445,22:00,01/26/2021,,,,
617,1,1390,23:00,01/26/2021,,,,
618,1,1440,0:00,01/27/2021,,,,
619,1,1390,1:00,01/27/2021,,,,
620,1,1440,2:00,01/27/2021,,,,
621,1,1390,3:00,01/27/2021,,,,
622,1,1390,4:00,01/27/2021,,,,
623,1,1440,5:00,01/27/2021,,,,
624,1,1440,6:00,01/27/2021,,,,
625,1,1390,7:00,01/27/2021,,,,
626,1,1440,8:00,01/27/2021,,,,
627,1,1390,9:00,01/27/2021,,,,
628,1,1440,10:00,01/27/2021,,,,
629,1,1440,11:00,01/27/2021,,,,
630,1,1390,12:00,01/27/2021,,,,
631,1,1390,13:00,01/27/2021,,,,
